A02BC54;Rabeprazole- combinationsbinations;;;;;;;;
A02BD;Combinations for eradication of helicobacter pylori;;;;;;;;
A02BD01;Omeprazole; amoxicillin and metronidazole;;;;;;;
A02BD02;Lansoprazole; tetracycline and metronidazole;;;;;;;
A02BD03;Lansoprazole; amoxicillin and metronidazole;;;;;;;
A02BD04;Pantoprazole; amoxicillin and clarithromycin;;;;;;;
A02BD05;Omeprazole; amoxicillin and clarithromycin;;;;;;;
A02BD06;Esomeprazole; amoxicillin and clarithromycin;;;;;;;
A02BD07;Lansoprazole; amoxicillin and clarithromycin;;;;;;;
A02BD08;Bismuth subcitrate; tetracycline and metronidazole;;;;;;;
A02BD09;Lansoprazole; clarithromycin and tinidazole;;;;;;;
A02BD10;Lansoprazole; amoxicillin and levofloxacin;;;;;;;
A02BD11;Pantoprazole; amoxicillin clarithromycin and metronidazole;;;;;;;
A02BX;Other drugs for peptic ulcer and gastro-oesophageal reflux disease (gord);;;;;;;;
A02BX01;Carbenoxolone ;;;;;;;;
A02BX02;Sucralfate ;;;;;;;;
A02BX03;Pirenzepine ;;;;;;;;
A02BX04;Methiosulfonium chloride;;;;;;;;
A02BX05;Bismuth subcitrate ;;;;;;;;
A02BX06;Proglumide;;;;;;;;
A02BX07;Gefarnate;;;;;;;;
A02BX08;Sulglicotide;;;;;;;;
A02BX09;Acetoxolone;;;;;;;;
A02BX10;Zolimidine;;;;;;;;
A02BX11;Troxipide;;;;;;;;
A02BX12;Bismuth subnitrate;;;;;;;;
A02BX13;Alginic acid ;;;;;;;;
A02BX51;Carbenoxolone- combinationsbinations excl. psycholeptics;;;;;;;;
A02BX71;Carbenoxolone- combinationsbinations with psycholeptics;;;;;;;;
A02BX77;Gefarnate- combinationsbinations with psycholeptics;;;;;;;;
A02X;Other drugs for acid related disorders;;;;;;;;
A03;Drugs for functional gastrointestinal disorders;;;;;;;;
A03A;Drugs for functional gastrointestinal disorders;;;;;;;;
A03AA;Synthetic anticholinergics; esters with tertiary amino group;;;;;;;
A03AA01;Oxyphencyclimine ;;;;;;;;
A03AA03;Camylofin;;;;;;;;
A03AA04;Mebeverine ;;;;;;;;
A03AA05;Trimebutine ;;;;;;;;
A03AA06;Rociverine;;;;;;;;
A03AA07;Dicycloverine ;;;;;;;;
A03AA08;Dihexyverine ;;;;;;;;
A03AA09;Difemerine;;;;;;;;
A03AA30;Piperidolate ;;;;;;;;
A03AB;Synthetic anticholinergics; quaternary ammonium compounds;;;;;;;
A03AB01;Benzilone;;;;;;;;
A03AB02;Glycopyrronium;;;;;;;;
A03AB03;Oxyphenonium;;;;;;;;
A03AB04;Penthienate;;;;;;;;
A03AB05;Propantheline ;;;;;;;;
A03AB06;Otilonium bromide;;;;;;;;
A03AB07;Methantheline ;;;;;;;;
A03AB08;Tridihexethyl ;;;;;;;;
A03AB09;Isopropamide ;;;;;;;;
A03AB10;Hexocyclium ;;;;;;;;
A03AB11;Poldine;;;;;;;;
A03AB12;Mepenzolate ;;;;;;;;
A03AB13;Bevonium;;;;;;;;
A03AB14;Pipenzolate;;;;;;;;
A03AB15;Diphemanil;;;;;;;;
A03AB16;(2-benzhydryloxyethyl)diethyl-methylammonium iodide;;;;;;;;
A03AB17;Tiemonium iodide;;;;;;;;
A03AB18;Prifinium bromide;;;;;;;;
A03AB19;Timepidium bromide ;;;;;;;;
A03AB21;Fenpiverinium;;;;;;;;
A03AB53;Oxyphenonium- combinationsbinations;;;;;;;;
A03AC;Synthetic antispasmodics; amides with tertiary amines;;;;;;;
A03AC02;Dimethylaminopropionylphenothiazine;;;;;;;;
A03AC04;Nicofetamide;;;;;;;;
A03AC05;Tiropramide ;;;;;;;;
A03AD;Papaverine and derivatives;;;;;;;;
A03AD01;Papaverine ;;;;;;;;
A03AD02;Drotaverine ;;;;;;;;
A03AD30;Moxaverine ;;;;;;;;
A03AE;Serotonin receptor antagonists;;;;;;;;
A03AE01;Alosetron ;;;;;;;;
A03AE03;Cilansetron ;;;;;;;;
A03AX;Other drugs for functional gastrointestinal disorders;;;;;;;;
A03AX01;Fenpiprane;;;;;;;;
A03AX02;Diisopromine;;;;;;;;
A03AX03;Chlorbenzoxamine;;;;;;;;
A03AX04;Pinaverium;;;;;;;;
A03AX05;Fenoverine;;;;;;;;
A03AX06;Idanpramine;;;;;;;;
A03AX07;Proxazole ;;;;;;;;
A03AX08;Alverine ;;;;;;;;
A03AX09;Trepibutone;;;;;;;;
A03AX10;Isometheptene;;;;;;;;
A03AX11;Caroverine;;;;;;;;
A03AX12;Phloroglucinol ;;;;;;;;
A03AX13;Silicones ;;;;;;;;
A03AX14;Valethamate;;;;;;;;
A03AX30;Trimethyldiphenylpropylamine;;;;;;;;
A03AX58;Alverine- combinationsbinations;;;;;;;;
A03B;Belladonna and derivatives; plain;;;;;;;
A03BA;Belladonna alkaloids; tertiary amines;;;;;;;
A03BA01;Atropine ;;;;;;;;
A03BA03;Hyoscyamine ;;;;;;;;
A03BA04;Belladonna total alkaloids ;;;;;;;;
A03BB;Belladonna alkaloids; semisynthetic; quaternary ammonium compounds;;;;;;
A03BB01;Butylscopolamine;;;;;;;;
A03BB02;Methylatropine ;;;;;;;;
A03BB03;Methylscopolamine;;;;;;;;
A03BB04;Fentonium;;;;;;;;
A03BB05;Cimetropium bromide;;;;;;;;
A03C;Antispasmodics in combination with psycholeptics;;;;;;;;
A03CA;Synthetic anticholinergic agents in combination with psycholeptics;;;;;;;;
A03CA01;Isopropamide and psycholeptics;;;;;;;;
A03CA02;Clidinium and psycholeptics;;;;;;;;
A03CA03;Oxyphencyclimine and psycholeptics;;;;;;;;
A03CA04;Otilonium bromide and psycholeptics;;;;;;;;
A03CA05;Glycopyrronium and psycholeptics;;;;;;;;
A03CA06;Bevonium and psycholeptics;;;;;;;;
A03CA07;Ambutonium and psycholeptics;;;;;;;;
A03CA08;Diphemanil and psycholeptics;;;;;;;;
A03CA09;Pipenzolate and psycholeptics;;;;;;;;
A03CA30;Emepronium and psycholeptics;;;;;;;;
A03CA34;Propantheline and psycholeptics;;;;;;;;
A03CB;Belladonna and derivatives in combination with psycholeptics;;;;;;;;
A03CB01;Methylscopolamine and psycholeptics;;;;;;;;
A03CB02;Belladonna total alkaloids and psycholeptics;;;;;;;;
A03CB03;Atropine and psycholeptics;;;;;;;;
A03CB04;Methylhomatropine and psycholeptics;;;;;;;;
A03CB31;Hyoscyamine and psycholeptics;;;;;;;;
A03CC;Other antispasmodics in combination with psycholeptics;;;;;;;;
A03D;Antispasmodics in combination with analgesics;;;;;;;;
A03DA;Synthetic anticholinergic agents in combination with analgesics;;;;;;;;
A03DA01;Tropenzilone and analgesics;;;;;;;;
A03DA02;Pitofenone and analgesics;;;;;;;;
A03DA03;Bevonium and analgesics;;;;;;;;
A03DA04;Ciclonium and analgesics;;;;;;;;
A03DA05;Camylofin and analgesics;;;;;;;;
A03DA06;Trospium and analgesics;;;;;;;;
A03DA07;Tiemonium iodide and analgesics;;;;;;;;
A03DB;Belladonna and derivatives in combination with analgesics;;;;;;;;
A03DB04;Butylscopolamine and analgesics;;;;;;;;
A03DC;Other antispasmodics in combination with analgesics;;;;;;;;
A03E;Antispasmodics and anticholinergics in combination with other drugs;;;;;;;;
A03EA;Antispasmodics; psycholeptics and analgesics in combination;;;;;;;
A03ED;Antispasmodics in combination with other drugs;;;;;;;;
A03F;Propulsives;;;;;;;;
A03FA;Propulsives;;;;;;;;
A03FA01;Metoclopramide ;;;;;;;;
A03FA02;Cisapride ;;;;;;;;
A03FA03;Domperidone ;;;;;;;;
A03FA04;Bromopride;;;;;;;;
A03FA05;Alizapride ;;;;;;;;
A03FA06;Clebopride ;;;;;;;;
A03FA07;Itopride;;;;;;;;
A03FA08;Cinitapride ;;;;;;;;
A04;Antiemetics and antinauseants;;;;;;;;
A04A;Antiemetics and antinauseants;;;;;;;;
A04AA;Serotonin (5ht3) antagonists;;;;;;;;
A04AA01;Ondansetron ;;;;;;;;
A04AA02;Granisetron ;;;;;;;;
A04AA03;Tropisetron ;;;;;;;;
A04AA04;Dolasetron ;;;;;;;;
A04AA05;Palonosetron ;;;;;;;;
A04AA55;Palonosetron- combinationsbinations;;;;;;;;
A04AD;Other antiemetics;;;;;;;;
A04AD01;Scopolamine ;;;;;;;;
A04AD02;Cerium oxalate;;;;;;;;
A04AD04;Chlorobutanol;;;;;;;;
A04AD05;Metopimazine;;;;;;;;
A04AD10;Dronabinol;;;;;;;;
A04AD11;Nabilone;;;;;;;;
A04AD12;Aprepitant ;;;;;;;;
A04AD13;Casopitant;;;;;;;;
A04AD14;Rolapitant ;;;;;;;;
A04AD51;Scopolamine- combinationsbinations;;;;;;;;
A04AD54;Chlorobutanol- combinationsbinations;;;;;;;;
A05;Bile and liver therapy;;;;;;;;
A05A;Bile therapy;;;;;;;;
A05AA;Bile acid preparations;;;;;;;;
A05AA01;Chenodeoxycholic acid;;;;;;;;
A05AA02;Ursodeoxycholic acid;;;;;;;;
A05AA03;Cholic acid;;;;;;;;
A05AA04;Obeticholic acid;;;;;;;;
A05AB;Preparations for biliary tract therapy;;;;;;;;
A05AB01;Nicotinyl methylamide;;;;;;;;
A05AX;Other drugs for bile therapy;;;;;;;;
A05AX01;Piprozolin;;;;;;;;
A05AX02;Hymecromone;;;;;;;;
A05AX03;Cyclobutyrol;;;;;;;;
A05B;Liver therapy; lipotropics;;;;;;;
A05BA;Liver therapy;;;;;;;;
A05BA01;Arginine glutamate;;;;;;;;
A05BA03;Silymarin;;;;;;;;
A05BA04;Citiolone;;;;;;;;
A05BA05;Epomediol;;;;;;;;
A05BA06;Ornithine oxoglurate;;;;;;;;
A05BA07;Tidiacic arginine;;;;;;;;
A05BA08;Glycyrrhizic acid;;;;;;;;
A05C;Drugs for bile therapy and lipotropics in combination;;;;;;;;
A06;Drugs for constipation;;;;;;;;
A06A;Drugs for constipation;;;;;;;;
A06AA;Softeners; emollients;;;;;;;
A06AA01;Liquid paraffin ;;;;;;;;
A06AA02;Docusate sodium;;;;;;;;
A06AA51;Liquid paraffin- combinationsbinations;;;;;;;;
A06AB;Contact laxatives;;;;;;;;
A06AB01;Oxyphenisatine ;;;;;;;;
A06AB02;Bisacodyl ;;;;;;;;
A06AB03;Dantron;;;;;;;;
A06AB04;Phenolphthalein ;;;;;;;;
A06AB05;Castor oil ;;;;;;;;
A06AB06;Senna glycosides;;;;;;;;
A06AB07;Cascara;;;;;;;;
A06AB08;Sodium picosulfate ;;;;;;;;
A06AB09;Bisoxatin ;;;;;;;;
A06AB20;Contact laxatives in combination;;;;;;;;
A06AB30;Contact laxatives in combination with belladonna alkaloids;;;;;;;;
A06AB52;Bisacodyl- combinationsbinations;;;;;;;;
A06AB53;Dantron- combinationsbinations;;;;;;;;
A06AB56;Senna glycosides- combinationsbinations;;;;;;;;
A06AB57;Cascara- combinationsbinations;;;;;;;;
A06AB58;Sodium picosulfate- combinationsbinations;;;;;;;;
A06AC;Bulk-forming laxatives;;;;;;;;
A06AC01;Ispaghula (psylla seeds);;;;;;;;
A06AC02;Ethulose;;;;;;;;
A06AC03;Sterculia;;;;;;;;
A06AC05;Linseed;;;;;;;;
A06AC06;Methylcellulose;;;;;;;;
A06AC07;Triticum (wheat fibre);;;;;;;;
A06AC08;Polycarbophil calcium;;;;;;;;
A06AC51;Ispaghula- combinationsbinations;;;;;;;;
A06AC53;Sterculia- combinationsbinations;;;;;;;;
A06AC55;Linseed- combinationsbinations;;;;;;;;
A06AD;Osmotically acting laxatives;;;;;;;;
A06AD01;Magnesium carbonate;;;;;;;;
A06AD02;Magnesium oxide;;;;;;;;
A06AD03;Magnesium peroxide;;;;;;;;
A06AD04;Magnesium sulfate;;;;;;;;
A06AD10;Mineral salts in combination;;;;;;;;
A06AD11;Lactulose;;;;;;;;
A06AD12;Lactitol ;;;;;;;;
A06AD13;Sodium sulfate ;;;;;;;;
A06AD14;Pentaerithrityl;;;;;;;;
A06AD15;Macrogol ;;;;;;;;
A06AD16;Mannitol;;;;;;;;
A06AD17;Sodium phosphate ;;;;;;;;
A06AD18;Sorbitol;;;;;;;;
A06AD19;Magnesium citrate;;;;;;;;
A06AD21;Sodium tartrate;;;;;;;;
A06AD61;Lactulose- combinationsbinations;;;;;;;;
A06AD65;Macrogol- combinationsbinations;;;;;;;;
A06AG;Enemas;;;;;;;;
A06AG01;Sodium phosphate ;;;;;;;;
A06AG02;Bisacodyl ;;;;;;;;
A06AG03;Dantron; incl. combinations;;;;;;;
A06AG04;Glycerol;;;;;;;;
A06AG06;Oil;;;;;;;;
A06AG07;Sorbitol;;;;;;;;
A06AG10;Docusate sodium; incl. combinations;;;;;;;
A06AG11;Sodium lauril sulfoacetate; incl. combinations;;;;;;;
A06AG20;Combinations;;;;;;;;
A06AH;Peripheral opioid receptor antagonist;;;;;;;;
A06AH01;Methylnaltrexone bromide;;;;;;;;
A06AH02;Alvimopan;;;;;;;;
A06AH03;Naloxegol ;;;;;;;;
A06AH04;Naloxone ;;;;;;;;
A06AX;Other drugs for constipation;;;;;;;;
A06AX01;Glycerol;;;;;;;;
A06AX02;Carbon dioxide producing drugs;;;;;;;;
A06AX03;Lubiprostone;;;;;;;;
A06AX04;Linaclotide ;;;;;;;;
A06AX05;Prucalopride ;;;;;;;;
A06AX06;Tegaserod ;;;;;;;;
A07;Antidiarrheals; intestinal antiinflammatory/antiinfective agents;;;;;;;
A07A;Intestinal antiinfectives;;;;;;;;
A07AA;Antibiotics;;;;;;;;
A07AA01;Neomycin ;;;;;;;;
A07AA02;Nystatin;;;;;;;;
A07AA03;Natamycin;;;;;;;;
A07AA04;Streptomycin ;;;;;;;;
A07AA05;Polymyxin b ;;;;;;;;
A07AA06;Paromomycin ;;;;;;;;
A07AA07;Amphotericin b;;;;;;;;
A07AA08;Kanamycin ;;;;;;;;
A07AA09;Vancomycin ;;;;;;;;
A07AA10;Colistin ;;;;;;;;
A07AA11;Rifaximin;;;;;;;;
A07AA12;Fidaxomicin;;;;;;;;
A07AA51;Neomycin- combinationsbinations;;;;;;;;
A07AA54;Streptomycin- combinationsbinations;;;;;;;;
A07AB;Sulfonamides;;;;;;;;
A07AB02;Phthalylsulfathiazole;;;;;;;;
A07AB03;Sulfaguanidine;;;;;;;;
A07AB04;Succinylsulfathiazole ;;;;;;;;
A07AC;Imidazole derivatives;;;;;;;;
A07AC01;Miconazole ;;;;;;;;
A07AX;Other intestinal antiinfectives;;;;;;;;
A07AX01;Broxyquinoline;;;;;;;;
A07AX02;Acetarsol;;;;;;;;
A07AX03;Nifuroxazide;;;;;;;;
A07AX04;Nifurzide;;;;;;;;
A07B;Intestinal adsorbents;;;;;;;;
A07BA;Charcoal preparations;;;;;;;;
A07BA01;Medicinal charcoal;;;;;;;;
A07BA51;Medicinal charcoal- combinationsbinations;;;;;;;;
A07BB;Bismuth preparations;;;;;;;;
A07BC;Other intestinal adsorbents;;;;;;;;
A07BC01;Pectin;;;;;;;;
A07BC02;Kaolin;;;;;;;;
A07BC03;Crospovidone;;;;;;;;
A07BC04;Attapulgite ;;;;;;;;
A07BC05;Diosmectite;;;;;;;;
A07BC30;Combinations;;;;;;;;
A07BC54;Attapulgite- combinationsbinations;;;;;;;;
A07C;Electrolytes with carbohydrates;;;;;;;;
A07CA;Oral rehydration salt formulations;;;;;;;;
A07D;Antipropulsives;;;;;;;;
A07DA;Antipropulsives;;;;;;;;
A07DA01;Diphenoxylate ;;;;;;;;
A07DA02;Opium ;;;;;;;;
A07DA03;Loperamide ;;;;;;;;
A07DA04;Difenoxin;;;;;;;;
A07DA05;Loperamide oxide ;;;;;;;;
A07DA06;Eluxadoline;;;;;;;;
A07DA52;Morphine- combinationsbinations;;;;;;;;
A07DA53;Loperamide- combinationsbinations;;;;;;;;
A07E;Intestinal antiinflammatory agents;;;;;;;;
A07EA;Corticosteroids acting locally;;;;;;;;
A07EA01;Prednisolone ;;;;;;;;
A07EA02;Hydrocortisone ;;;;;;;;
A07EA03;Prednisone ;;;;;;;;
A07EA04;Betamethasone ;;;;;;;;
A07EA05;Tixocortol ;;;;;;;;
A07EA06;Budesonide;;;;;;;;
A07EA07;Beclometasone ;;;;;;;;
A07EB;Antiallergic agents; excl. corticosteroids;;;;;;;
A07EB01;Cromoglicic acid ;;;;;;;;
A07EC;Aminosalicylic acid and similar agents;;;;;;;;
A07EC01;Sulfasalazine;;;;;;;;
A07EC02;Mesalazine;;;;;;;;
A07EC03;Olsalazine ;;;;;;;;
A07EC04;Balsalazide ;;;;;;;;
A07F;Antidiarrheal microorganisms;;;;;;;;
A07FA;Antidiarrheal microorganisms;;;;;;;;
A07FA01;Lactic acid producing organisms ;;;;;;;;
A07FA02;Saccharomyces boulardii;;;;;;;;
A07FA51;Lactic acid producing organisms- combinationsbinations;;;;;;;;
A07X;Other antidiarrheals;;;;;;;;
A07XA;Other antidiarrheals;;;;;;;;
A07XA01;Albumin tannate;;;;;;;;
A07XA02;Ceratonia;;;;;;;;
A07XA03;Calcium compounds;;;;;;;;
A07XA04;Racecadotril;;;;;;;;
A07XA51;Albumin tannate- combinationsbinations;;;;;;;;
A08;Antiobesity preparations; excl. diet products;;;;;;;
A08A;Antiobesity preparations; excl. diet products;;;;;;;
A08AA;Centrally acting antiobesity products;;;;;;;;
A08AA01;Phentermine ;;;;;;;;
A08AA02;Fenfluramine ;;;;;;;;
A08AA03;Amfepramone ;;;;;;;;
A08AA04;Dexfenfluramine ;;;;;;;;
A08AA05;Mazindol;;;;;;;;
A08AA06;Etilamfetamine;;;;;;;;
A08AA07;Cathine ;;;;;;;;
A08AA08;Clobenzorex;;;;;;;;
A08AA09;Mefenorex ;;;;;;;;
A08AA10;Sibutramine ;;;;;;;;
A08AA11;Lorcaserin;;;;;;;;
A08AA56;Ephedrine- combinationsbinations;;;;;;;;
A08AA62;Bupropion and naltrexone;;;;;;;;
A08AB;Peripherally acting antiobesity products;;;;;;;;
A08AB01;Orlistat;;;;;;;;
A08AX;Other antiobesity drugs;;;;;;;;
A08AX01;Rimonabant;;;;;;;;
A09;Digestives; incl. enzymes;;;;;;;
A09A;Digestives; incl. enzymes;;;;;;;
A09AA;Enzyme preparations;;;;;;;;
A09AA01;Diastase ;;;;;;;;
A09AA02;Multienzymes (lipase; protease etc.);;;;;;;
A09AA03;Pepsin;;;;;;;;
A09AA04;Tilactase;;;;;;;;
A09AB;Acid preparations;;;;;;;;
A09AB01;Glutamic acid hydrochloride;;;;;;;;
A09AB02;Betaine hydrochloride;;;;;;;;
A09AB03;Hydrochloric acid ;;;;;;;;
A09AB04;Citric acid ;;;;;;;;
A09AC;Enzyme and acid preparations- combinationsbinations;;;;;;;;
A09AC01;Pepsin and acid preparations;;;;;;;;
A09AC02;Multienzymes and acid preparations;;;;;;;;
A10;Drugs used in diabetes;;;;;;;;
A10A;Insulins and analogues;;;;;;;;
A10AB;Insulins and analogues for injection; fast-acting;;;;;;;
A10AB01;Insulin (human);;;;;;;;
A10AB02;Insulin (beef);;;;;;;;
A10AB03;Insulin (pork);;;;;;;;
A10AB04;Insulin lispro;;;;;;;;
A10AB05;Insulin aspart;;;;;;;;
A10AB06;Insulin glulisine;;;;;;;;
A10AB30;Combinations;;;;;;;;
A10AC;Insulins and analogues for injection; intermediate-acting;;;;;;;
A10AC01;Insulin (human);;;;;;;;
A10AC02;Insulin (beef);;;;;;;;
A10AC03;Insulin (pork);;;;;;;;
A10AC04;Insulin lispro;;;;;;;;
A10AC30;Combinations;;;;;;;;
A10AD;Insulins and analogues for injection; intermediate- or long-acting combined with fast-acting;;;;;;;
A10AD01;Insulin (human);;;;;;;;
A10AD02;Insulin (beef);;;;;;;;
A10AD03;Insulin (pork);;;;;;;;
A10AD04;Insulin lispro;;;;;;;;
A10AD05;Insulin aspart;;;;;;;;
A10AD06;Insulin degludec and insulin aspart;;;;;;;;
A10AD30;Combinations;;;;;;;;
A10AE;Insulins and analogues for injection; long-acting;;;;;;;
A10AE01;Insulin (human);;;;;;;;
A10AE02;Insulin (beef);;;;;;;;
A10AE03;Insulin (pork);;;;;;;;
A10AE04;Insulin glargine;;;;;;;;
A10AE05;Insulin detemir;;;;;;;;
A10AE06;Insulin degludec;;;;;;;;
A10AE30;Combinations;;;;;;;;
A10AE56;Insulin degludec and liraglutide;;;;;;;;
A10AF;Insulins and analogues for inhalation;;;;;;;;
A10AF01;Insulin (human);;;;;;;;
A10B;Blood glucose lowering drugs; excl. insulins;;;;;;;
A10BA;Biguanides;;;;;;;;
A10BA01;Phenformin ;;;;;;;;
A10BA02;Metformin ;;;;;;;;
A10BA03;Buformin ;;;;;;;;
A10BB;Sulfonylureas;;;;;;;;
A10BB01;Glibenclamide;;;;;;;;
A10BB02;Chlorpropamide;;;;;;;;
A10BB03;Tolbutamide ;;;;;;;;
A10BB04;Glibornuride;;;;;;;;
A10BB05;Tolazamide;;;;;;;;
A10BB06;Carbutamide;;;;;;;;
A10BB07;Glipizide;;;;;;;;
A10BB08;Gliquidone;;;;;;;;
A10BB09;Gliclazide;;;;;;;;
A10BB10;Metahexamide;;;;;;;;
A10BB11;Glisoxepide;;;;;;;;
A10BB12;Glimepiride;;;;;;;;
A10BB31;Acetohexamide;;;;;;;;
A10BC;Sulfonamides (heterocyclic);;;;;;;;
A10BC01;Glymidine;;;;;;;;
A10BD;Combinations of oral blood glucose lowering drugs;;;;;;;;
A10BD01;Phenformin and sulfonylureas;;;;;;;;
A10BD02;Metformin and sulfonylureas;;;;;;;;
A10BD03;Metformin and rosiglitazone;;;;;;;;
A10BD04;Glimepiride and rosiglitazone;;;;;;;;
A10BD05;Metformin and pioglitazone;;;;;;;;
A10BD06;Glimepiride and pioglitazone;;;;;;;;
A10BD07;Metformin and sitagliptin;;;;;;;;
A10BD08;Metformin and vildagliptin;;;;;;;;
A10BD09;Pioglitazone and alogliptin;;;;;;;;
A10BD10;Metformin and saxagliptin;;;;;;;;
A10BD11;Metformin and linagliptin;;;;;;;;
A10BD12;Pioglitazone and sitagliptin;;;;;;;;
A10BD13;Metformin and alogliptin;;;;;;;;
A10BD14;Metformin and repaglinide;;;;;;;;
A10BD15;Metformin and dapagliflozin;;;;;;;;
A10BD16;Metformin and canagliflozin;;;;;;;;
A10BD17;Metformin and acarbose;;;;;;;;
A10BD18;Metformin and gemigliptin;;;;;;;;
A10BD19;Linagliptin and empagliflozin;;;;;;;;
A10BD20;Metformin and empagliflozin;;;;;;;;
A10BD21;Saxagliptin and dapagliflozin;;;;;;;;
A10BF;Alpha glucosidase inhibitors;;;;;;;;
A10BF01;Acarbose;;;;;;;;
A10BF02;Miglitol;;;;;;;;
A10BF03;Voglibose;;;;;;;;
A10BG;Thiazolidinediones;;;;;;;;
A10BG01;Troglitazone;;;;;;;;
A10BG02;Rosiglitazone ;;;;;;;;
A10BG03;Pioglitazone ;;;;;;;;
A10BH;Dipeptidyl peptidase 4 (dpp-4) inhibitors;;;;;;;;
A10BH01;Sitagliptin ;;;;;;;;
